r_id,r_date,age,campus,class,ethnicity,gender,housing,housing_actual,status,vet,worker,drive,license,mode,mode_cat,camp_camp,camp_cat,park_campus_week,park_campus_days,tocamp_week,travel_time,travel_distance,main_route,region,informed,email_freq,email_read,email_subject,email_rules,rule_not_read,parking_ed,zip,x,y,park_pref,park_pref_2,park_permit,permit_type,permit_type_2,no_permit_why,no_permit,goldvgreen,greenvgold,lots_campus,park_where,park_awarness,park_avalible,park_first_choice,drive_res_class,drive_res_class_days,res_park,res_park2,mills_campus_peak,park_pref_peak,bv_campus_peak,centeral_camp_peak,lot_full,circle_time,comments,rate_overall_group,rate_overall,rate_maintenance,rate_online,rate_staff,rate_officers,rate_lot_safety,rate_clean,reason_no_vehicle,why_no_license,drop_off,rideshare_camp
564,3/25/2024,25,Main,Masters,White Non-Hisp,Female,Off,Off-Campus,Part-time,,,Yes,,Drive,Drive,Walk,Walk,2 days,2,,45,20,Aquarena Springs,Region #6,TXST App,More than I would like,Never,Most of the time,No: I have read nOne of the Rules and RegulatiOns,I already know what I need to know,Definitely yes,78704,684,531,"Free parking On a city or neighborhood street,Downtown or On the Square","Free parking on a city or neighborhood street, Downtown or On the Square",No,,,"Permit cost is too high, Available parking is incOnvenient for me",Permit cost is too high,,,,,,,,,,,,,,,,,,,Detractor,4,Neither satisfied nor dissatisfied,Somewhat easy,Neither satisfied nor dissatisfied,Neither satisfied nor dissatisfied,Neither satisfied nor dissatisfied,Neither satisfied nor dissatisfied,,,,
565,3/25/2024,22,Main,Senior,Hisp,Female,Off,Off-Campus,Full-time,,,Yes,,"Drive, Walk, Drop off","Drive, Active, Alternative","Bobcat Shuttle,Walk","Bobcat Shuttle, Walk",3 days,3,,15,5,Hopkins,Region #6,Text Message,About right,Always,,Some: I have read some parts of the Rules and RegulatiOns,Too long,Probably not,,579,534,"Free parking On a city or neighborhood street,Off-campus Pay to Park lot","Free parking on a city or neighborhood street, Off-campus PTP",No,,,"Permit cost is too high, Do not believe there is available parking",Permit cost is too high,,,,,,,,,,,,,,,,,,,Detractor,2,,Somewhat difficult,,,,,,,,
566,3/25/2024,18,Main,Freshman,Multi-racial,Female,On,San Marcos Hall,Full-time,,,Yes,,,,Drive,Drive,7 days,7,,,,,,Email,About right,Sometimes,Most of the time,No: I have read nOne of the Rules and RegulatiOns,Not interested,Probably yes,,,,A university lot or garage - without the correct parking permit,A university lot or garage - without the correct parking permit,Yes,Green Residential Permit (more expensive),Green,,,,Convenience - I wanted more immediate access to my vehicle,,,,,,No,,Matthews Garage (Lot 113),,,,,,Park in a Red Faculty/Staff parking lot,,i pay $500 for a green parking space and there is BARELY any parking On campus ever. there is more parking for staff then students and we triple the amount of teachers there are. ridiculous hOnestly that i pay that much to never find a parking spot.,Detractor,0,Neither satisfied nor dissatisfied,Somewhat difficult,Extremely dissatisfied,Somewhat dissatisfied,Neither satisfied nor dissatisfied,Neither satisfied nor dissatisfied,,,,
567,3/25/2024,29,Main,Senior,Hisp,Male,Off,Off-Campus,Part-time,,,Yes,,Drive,Drive,Drive,Drive,4 days,4,,60,30,Hopkins,,Email,About right,Always,,Some: I have read some parts of the Rules and RegulatiOns,"other, please specify:",Probably yes,78653,,,Off-campus Pay to Park lot,Off-campus PTP,No,,,Available parking is incOnvenient for me,,,,,,,,,,,,,,,,,,,Parking closer to campus for commuting students,Detractor,3,Somewhat satisfied,Somewhat easy,Neither satisfied nor dissatisfied,Neither satisfied nor dissatisfied,Somewhat satisfied,Somewhat satisfied,,,,
568,3/25/2024,23,Main,Senior,Hisp,Female,Off,Off-Campus,Full-time,,,Yes,,"Drive, Bobcat Shuttle","Drive, Alternative",Walk,Walk,1 day,1,,0,0,Sessom Dr,,Text Message,About right,Sometimes,Always,No: I have read nOne of the Rules and RegulatiOns,Not interested,Definitely yes,78664,,,The LBJ Student Center Parking Garage (pay by the hour),LBJ PTP,No,,,Permit cost is too high,,,,,,,,,,,,,,,,,,,More funding going into parking services because permits are way too high cOnsidering the amount of tuitiOn and unnecessary fees we pay each semester,Detractor,5,Extremely satisfied,Neither easy nor difficult,Neither satisfied nor dissatisfied,Neither satisfied nor dissatisfied,Extremely satisfied,Extremely satisfied,,,,
569,3/25/2024,19,Main,Freshman,White Non-Hisp,Male,On,Sterry Hall,Full-time,,,Yes,,,,"Drive,Walk","Drive, Walk",7 days,7,,,,,Region #3,Email,About right,Most of the time,,Yes: I have read all of the Rules and RegulatiOns,,Probably yes,,441,395,"A university lot or garage - with the correct parking permit,Free parking On a city or neighborhood street","A university lot or garage - with the correct parking permit, Free parking on a city or neighborhood street",Yes,Green Residential Permit (more expensive),Green,,,,Vehicle Safety -  I do not feel my vehicle is secure in the Mill Street Lot,,,,,,Yes,Daily,Other Green Residential Parking,San Jacinto Hall (Lot 112),,,,,Park in a Red Faculty/Staff parking lot,,,Detractor,1,Extremely dissatisfied,Somewhat difficult,Extremely dissatisfied,Extremely dissatisfied,Neither satisfied nor dissatisfied,Somewhat dissatisfied,,,,
570,3/25/2024,18,Main,Freshman,White Non-Hisp,Female,On,San Jacinto Hall,Full-time,,,Yes,,,,"Drive,Walk","Drive, Walk",7 days,7,,,,,,Text Message,About right,Sometimes,About half the time,Some: I have read some parts of the Rules and RegulatiOns,"other, please specify:",Probably yes,,,,A university lot or garage - with the correct parking permit,A university lot or garage - with the correct parking permit,Yes,Green Residential Permit (more expensive),Green,,,,Convenience - I wanted more immediate access to my vehicle,,,,,,No,,San Jacinto Hall (Lot 112),,,,,,Park in a Pay-to-Park garage,,,Detractor,2,Somewhat dissatisfied,Somewhat easy,Neither satisfied nor dissatisfied,Neither satisfied nor dissatisfied,Somewhat satisfied,Somewhat dissatisfied,,,,
571,3/25/2024,20,Main,Senior,White Non-Hisp,Female,Off,Off-Campus,Full-time,,,Yes,,Bobcat Shuttle,Alternative,Walk,Walk,1 day,1,,0,0,,,Text Message,About right,Never,About half the time,Yes: I have read all of the Rules and RegulatiOns,,Probably yes,78666,,,Off-campus Pay to Park lot,Off-campus PTP,No,,,"Permit cost is too high, Do not believe there is available parking, Available parking is incOnvenient for me, Rarely/never drive to campus",Permit cost is too high,,,,,,,,,,,,,,,,,,"Make the passes cheaper, make parking more available instead of building more dorms and getting rid of parking, PUT CAMERAS IN THE GARAGES OMG, make available parking to go to the rec, make a pay to park near the middle of campus that is a day pass instead of by the hour, give students who work On campus and need to show up On weekends free parking, stop towing and ticketing when you know yall are overselling passes and there is nowhere for many students with passes to park.",Detractor,1,Extremely dissatisfied,Somewhat difficult,Extremely dissatisfied,Extremely dissatisfied,Extremely dissatisfied,Extremely dissatisfied,,,,
572,3/25/2024,18,Main,Freshman,White Non-Hisp,Female,On,Sayers Hall,Part-time,,,Yes,,,,"Drive,Walk","Drive, Walk",7 days,7,,,,,,Email,About right,About half the time,Most of the time,Yes: I have read all of the Rules and RegulatiOns,,Definitely not,,,,A university lot or garage - with the correct parking permit,A university lot or garage - with the correct parking permit,Yes,Green Residential Permit (more expensive),Green,,,,Convenience - I wanted more immediate access to my vehicle,,,,,,No,,Blanco Garage (Lot 303),,,,,,Park in a Red Faculty/Staff parking lot,,When i pay $500 for a parking pass i expect to be able to park in a garage close to my dorm and not have to walk 2 miles to get to and from my car. I think there needs to be WAY more parking spots for students.,Detractor,0,Extremely dissatisfied,Somewhat difficult,Extremely dissatisfied,Extremely dissatisfied,Extremely dissatisfied,Extremely dissatisfied,,,,
573,3/25/2024,22,Main,Masters,White Non-Hisp,Female,Off,Off-Campus,Full-time,,GA,Yes,,"Drive, Bobcat Shuttle, Walk","Drive, Alternative, Active",Walk,Walk,3 days,3,,0,0,Old Ranch Road 12,Other,Email,About right,Most of the time,,Yes: I have read all of the Rules and RegulatiOns,,Probably yes,78666,598,494,"A university lot or garage - with the correct parking permit,Free parking On a city or neighborhood street","A university lot or garage - with the correct parking permit, Free parking on a city or neighborhood street",Yes,,,,,,,"Other, please specify:",Closest to class,"Bobcat Stadium East (P10E),Bobcat Stadium (P10W)",,,,,,,,,,,Park in an available purple Perimeter (P) lot and ride the bus or walk.,,"There needs to be more commuter parking available to students On campus, Speck street always gets full so quickly for many of my friends and there is a warning stating that this lot fills up quickly. It would be nice to have access to other garages On campus, especially when parking discourages residents to bring their cars so hopefully there would be more access for us students to park around. Furthermore with the cOnstructiOn by Supple, this took a lot of our parking optiOns for us grad students that are often in this area so it would be nice to have optiOns by our buildings where we teach and take classes rather than parking so far. I understand not everyOne can park close or On campus in the garages, but opening more optiOns for commuters would be great for us especially graduate students",Detractor,5,Neither satisfied nor dissatisfied,Somewhat easy,Neither satisfied nor dissatisfied,Neither satisfied nor dissatisfied,Somewhat satisfied,Neither satisfied nor dissatisfied,,,,
574,3/25/2024,35,Main,Senior,Hisp,Male,Off,Off-Campus,Part-time,,,Yes,,"Drive, Bobcat Shuttle","Drive, Alternative",Walk,Walk,2 days,2,,0,5,Sessom Dr,,Email,About right,About half the time,Always,Some: I have read some parts of the Rules and RegulatiOns,Too long,Probably not,78666,,,"A university lot or garage - with the correct parking permit,A university lot or garage - without the correct parking permit","A university lot or garage - with the correct parking permit, A university lot or garage - without the correct parking permit",Yes,,,,,,,,Lot that doesn't require riding the Bobcat Shuttle,,,,,,,,,,,,,,,Detractor,3,,,,,,,,,,
575,3/25/2024,18,Main,Freshman,White Non-Hisp,Male,On,College Inn Hall,Full-time,,,Yes,,,,"Drive,Bobcat Shuttle,Walk,Catch a ride / Carpool,SPIN Scooters,Nite Cats","Drive, Bobcat Shuttle, Walk, Catch a ride / Carpool, SPIN Scooters, Nite Cats",6 days,6,,,,,,Email,About right,Sometimes,Sometimes,Some: I have read some parts of the Rules and RegulatiOns,I already know what I need to know,Definitely yes,,,,"A university lot or garage - with the correct parking permit,The LBJ Student Center Parking Garage (pay by the hour),Accessible Parking","A university lot or garage - with the correct parking permit, LBJ PTP, Accessible Parking",Yes,Green Residential Permit (more expensive),Green,,,,I did not know that there was a Gold Mill Street/Residence Hall Permit (less expensive) optiOn,,,,,,Yes,2-3 times a week,Woods Garage (Lot 108),Woods Garage (Lot 108),,,,,Circle until a space becomes available,Less than 5 minutes,We need more places to park,Detractor,3,Somewhat dissatisfied,Somewhat easy,Somewhat satisfied,Neither satisfied nor dissatisfied,Somewhat satisfied,Somewhat dissatisfied,,,,
576,3/25/2024,19,Main,Sophomore,White Non-Hisp,Female,Off,Off-Campus,Full-time,,Student Wage Worker,Yes,,Walk,Active,Walk,Walk,1 day,1,,0,0,,,Text Message,More than I would like,About half the time,Always,Yes: I have read all of the Rules and RegulatiOns,,Probably yes,78666,,,A university lot or garage - with the correct parking permit,A university lot or garage - with the correct parking permit,Yes,,,,,,,Sewell North Lot (P14),Closest to class,Bobcat Stadium (P10W),Bobcat Stadium (P10W),,,,,,,,,,"Other, please specify:",,"It's too difficult to get into to campus with a car to the point that it impacts the educatiOn of myself and a lot of my fellow students. There needs to be new solutiOns and more available student parking that isn't more than 2 miles away from the classes we are parking to get to. The shuttle needs to make more stops as well, it isn't uncommOn for students to have to walk multiple miles just to get to a shuttle stop because the stops are sparse and the parking is nOnexistent, too far, or full.",Detractor,0,Extremely dissatisfied,Somewhat difficult,Extremely dissatisfied,Extremely dissatisfied,Somewhat dissatisfied,Extremely dissatisfied,,,,
577,3/25/2024,20,Main,Sophomore,Hisp,Female,Off,Off-Campus,Full-time,,,Yes,,"Drive, Private Shuttle Bus","Drive, Alternative",Walk,Walk,5 days,5,,0,0,Hopkins,Region #11,Email,Less than I would like,Always,,Some: I have read some parts of the Rules and RegulatiOns,I already know what I need to know,Probably yes,78666,809,682,"A university lot or garage - with the correct parking permit,Downtown or On the Square","A university lot or garage - with the correct parking permit, Downtown or On the Square",Yes,,,,,,,Speck Garage (C13),Lot most likely to have available spaces,"Mill St (P12),Bobcat Stadium East (P10E),Bobcat Stadium (P10W)","Bobcat Stadium East (P10E),Bobcat Stadium (P10W)",,,,,,,,,,Circle until a space becomes available,5 to 15 minutes,"There needs to be more commuter purple passes available for students, I suggest building another parking garage. I have to cOnstantly park at the square and risk getting a city ticket because there aren’t enough available parking spots On campus. All of the parking spots are full from 8:30a.m. To about 3:30p.m. Which is ridiculous. I shouldn’t have to pay all this mOney every year just to barely use my parking pass because there aren’t enough available spots, parking is the worst thing about this campus, I am extremely dissatisfied and it needs to change right away.",Detractor,1,Extremely dissatisfied,Somewhat easy,Neither satisfied nor dissatisfied,Neither satisfied nor dissatisfied,Extremely satisfied,Somewhat satisfied,,,,
578,3/25/2024,31,Main,Masters,White Non-Hisp,Male,Off,Off-Campus,Part-time,,,Yes,,"Drive, Bobcat Shuttle, Walk","Drive, Alternative, Active",Walk,Walk,5 days,5,,0,0,Old Ranch Road 12,Region #6,Email,About right,Always,,Some: I have read some parts of the Rules and RegulatiOns,I already know what I need to know,Probably yes,78666,561,545,"A university lot or garage - with the correct parking permit,Free parking On a city or neighborhood street","A university lot or garage - with the correct parking permit, Free parking on a city or neighborhood street",Yes,,,,,,,I prefer to park in a Pay-to-Park garage (LBJ Garage or Edward Gary Garage),Closest to class,"Mill St (P12),Bobcat Stadium East (P10E),Bobcat Stadium (P10W)",,,,,,,,,,,Park in a Red Faculty/Staff parking lot,,"More parking in general. More trash cans, and more employees that clean up parking garages and lots. The cOnditiOn of lots is poor as well, and annual maintenance should be improved.",Detractor,4,Extremely dissatisfied,Neither easy nor difficult,Somewhat dissatisfied,Somewhat dissatisfied,Extremely dissatisfied,Extremely dissatisfied,,,,
579,3/25/2024,21,Main,Masters,Multi-racial,Female,Off,Off-Campus,Full-time,Veteran,,Yes,,"Drive, Carpool","Drive, Alternative",Walk,Walk,2 days,2,,30,20,Hopkins,,Text Message,More than I would like,Sometimes,Most of the time,Some: I have read some parts of the Rules and RegulatiOns,Not interested,Probably yes,78744,,,"Other, please specify:","Other,",No,,,Permit cost is too high,,,,,,,,,,,,,,,,,,,We need more parking for commuters. There is Only 1 garage near the HDFS building that is pay to park (speck) and it is crazy packed. I have to go to class 2 hours early just to find a spot. If I’m really short for time I have to walk all the way from LBJ but that garage is usually just too and way too expensive. Speck has the best day pricing for grad students who are literally in class for 7 hours a day.,Detractor,3,Somewhat satisfied,Neither easy nor difficult,Neither satisfied nor dissatisfied,Neither satisfied nor dissatisfied,Somewhat satisfied,Somewhat satisfied,,,,
